# Aquarium Monitor Data Export
# Device: Kate's Aquarium #7 | Export time: Sat Jan 10 00:41:48 2026
# WiFi: SafetyMeeting
# pH Calibration: Yes
# EC Calibration: Yes
# Data Points: 266
# Interval: 5 seconds
#
Timestamp,Unix_Time,Temperature_C,ORP_mV,pH,EC_mS_cm,TDS_ppm,CO2_ppm,NH3_Ratio_%,NH3_ppm,Max_DO_mg_L,Stocking_cm_L,Valid
2026-01-10 00:28:22,1768004902,22.30,266.37,7.51,0.906,580.1,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:28:27,1768004907,22.30,269.59,7.52,0.907,580.3,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:28:32,1768004912,22.30,274.56,7.52,0.907,580.3,3.65,1.52,0.0000,8.62,1.40,true
2026-01-10 00:28:37,1768004917,22.30,281.19,7.52,0.908,580.8,3.59,1.54,0.0000,8.62,1.40,true
2026-01-10 00:28:42,1768004922,22.30,288.89,7.52,0.907,580.6,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:28:47,1768004927,22.30,291.31,7.51,0.907,580.4,3.67,1.51,0.0000,8.62,1.40,true
2026-01-10 00:28:52,1768004932,22.30,284.32,7.51,0.907,580.3,3.73,1.48,0.0000,8.62,1.40,true
2026-01-10 00:28:57,1768004937,22.30,276.36,7.51,0.907,580.5,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:29:02,1768004942,22.30,273.77,7.52,0.907,580.2,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:29:07,1768004947,22.30,279.88,7.52,0.907,580.6,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:29:12,1768004952,22.29,287.40,7.52,0.907,580.7,3.60,1.54,0.0000,8.62,1.40,true
2026-01-10 00:29:17,1768004957,22.30,292.71,7.52,0.908,581.1,3.62,1.53,0.0000,8.62,1.40,true
2026-01-10 00:29:22,1768004962,22.30,292.09,7.52,0.907,580.7,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:29:27,1768004967,22.30,286.61,7.52,0.907,580.6,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:29:32,1768004972,22.30,279.53,7.51,0.907,580.4,3.71,1.49,0.0000,8.62,1.40,true
2026-01-10 00:29:37,1768004977,22.30,274.06,7.51,0.907,580.6,3.70,1.49,0.0000,8.62,1.40,true
2026-01-10 00:29:42,1768004982,22.30,271.32,7.52,0.907,580.4,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:29:47,1768004987,22.29,273.84,7.52,0.907,580.4,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:29:52,1768004992,22.30,279.95,7.52,0.907,580.5,3.59,1.54,0.0000,8.62,1.40,true
2026-01-10 00:29:57,1768004997,22.30,288.10,7.52,0.907,580.7,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:30:02,1768005002,22.30,292.90,7.52,0.907,580.8,3.62,1.53,0.0000,8.62,1.40,true
2026-01-10 00:30:07,1768005007,22.30,294.70,7.52,0.908,581.0,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:30:12,1768005012,22.29,294.16,7.52,0.907,580.6,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:30:17,1768005017,22.30,291.02,7.52,0.907,580.5,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:30:22,1768005022,22.30,288.68,7.52,0.907,580.7,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:30:27,1768005027,22.29,287.14,7.52,0.907,580.7,3.60,1.53,0.0000,8.62,1.40,true
2026-01-10 00:30:32,1768005032,22.30,286.17,7.52,0.908,580.9,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:30:37,1768005037,22.29,287.73,7.52,0.907,580.6,3.62,1.53,0.0000,8.62,1.40,true
2026-01-10 00:30:42,1768005042,22.30,290.85,7.52,0.908,580.9,3.60,1.53,0.0000,8.62,1.40,true
2026-01-10 00:30:47,1768005047,22.29,294.74,7.52,0.908,581.1,3.65,1.52,0.0000,8.62,1.40,true
2026-01-10 00:30:52,1768005052,22.30,297.66,7.52,0.908,580.8,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:30:57,1768005057,22.30,299.80,7.52,0.908,581.1,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:31:02,1768005062,22.29,300.89,7.52,0.908,581.0,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:31:07,1768005067,22.30,301.22,7.52,0.908,581.0,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:31:12,1768005072,22.30,299.03,7.52,0.908,581.3,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:31:17,1768005077,22.30,297.41,7.51,0.908,580.9,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:31:22,1768005082,22.29,293.64,7.51,0.908,580.9,3.67,1.50,0.0000,8.62,1.40,true
2026-01-10 00:31:27,1768005087,22.29,288.98,7.51,0.907,580.6,3.71,1.49,0.0000,8.62,1.40,true
2026-01-10 00:31:32,1768005092,22.30,284.42,7.51,0.907,580.3,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:31:37,1768005097,22.29,280.36,7.51,0.907,580.6,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:31:42,1768005102,22.29,276.86,7.51,0.907,580.2,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:31:47,1768005107,22.29,274.93,7.51,0.907,580.3,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:31:52,1768005112,22.30,274.86,7.51,0.907,580.7,3.67,1.50,0.0000,8.62,1.40,true
2026-01-10 00:31:57,1768005117,22.30,278.44,7.52,0.908,581.0,3.62,1.52,0.0000,8.62,1.40,true
2026-01-10 00:32:02,1768005122,22.29,285.26,7.52,0.908,580.9,3.58,1.54,0.0000,8.62,1.40,true
2026-01-10 00:32:07,1768005127,22.29,291.51,7.52,0.908,580.8,3.62,1.52,0.0000,8.62,1.40,true
2026-01-10 00:32:12,1768005132,22.30,290.57,7.52,0.907,580.8,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:32:17,1768005137,22.30,281.87,7.51,0.907,580.3,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:32:22,1768005142,22.30,274.60,7.51,0.907,580.6,3.67,1.51,0.0000,8.62,1.40,true
2026-01-10 00:32:27,1768005147,22.30,276.02,7.52,0.908,581.0,3.62,1.52,0.0000,8.62,1.40,true
2026-01-10 00:32:32,1768005152,22.30,283.68,7.52,0.908,581.1,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:32:37,1768005157,22.30,290.07,7.51,0.907,580.6,3.67,1.50,0.0000,8.62,1.40,true
2026-01-10 00:32:42,1768005162,22.29,285.94,7.51,0.907,580.8,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:32:47,1768005167,22.30,276.85,7.51,0.907,580.5,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:32:52,1768005172,22.30,273.51,7.52,0.908,581.0,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:32:57,1768005177,22.29,278.72,7.52,0.907,580.8,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:33:02,1768005182,22.30,287.97,7.52,0.907,580.7,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:33:07,1768005187,22.29,290.97,7.52,0.908,581.0,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:33:12,1768005192,22.29,284.53,7.51,0.907,580.8,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:33:17,1768005197,22.30,275.74,7.52,0.907,580.6,3.67,1.51,0.0000,8.62,1.40,true
2026-01-10 00:33:22,1768005202,22.30,274.01,7.52,0.907,580.5,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:33:27,1768005207,22.29,281.01,7.52,0.908,581.0,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:33:32,1768005212,22.30,289.52,7.52,0.908,581.0,3.62,1.52,0.0000,8.62,1.40,true
2026-01-10 00:33:37,1768005217,22.30,287.77,7.51,0.907,580.6,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:33:42,1768005222,22.29,279.49,7.51,0.907,580.5,3.70,1.49,0.0000,8.62,1.40,true
2026-01-10 00:33:47,1768005227,22.30,272.78,7.51,0.907,580.8,3.70,1.50,0.0000,8.62,1.40,true
2026-01-10 00:33:52,1768005232,22.29,274.05,7.52,0.908,580.9,3.60,1.54,0.0000,8.62,1.40,true
2026-01-10 00:33:57,1768005237,22.29,280.39,7.52,0.908,580.8,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:34:02,1768005242,22.29,288.77,7.52,0.908,581.0,3.62,1.53,0.0000,8.62,1.40,true
2026-01-10 00:34:07,1768005247,22.30,292.88,7.52,0.908,580.9,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:34:12,1768005252,22.30,290.22,7.51,0.908,580.8,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:34:17,1768005257,22.29,282.68,7.51,0.907,580.7,3.72,1.49,0.0000,8.62,1.40,true
2026-01-10 00:34:22,1768005262,22.30,275.11,7.51,0.907,580.3,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:34:27,1768005267,22.29,271.96,7.51,0.908,580.9,3.67,1.50,0.0000,8.62,1.40,true
2026-01-10 00:34:32,1768005272,22.30,273.68,7.52,0.908,580.8,3.65,1.51,0.0000,8.62,1.40,true
2026-01-10 00:34:37,1768005277,22.29,278.45,7.52,0.907,580.8,3.62,1.52,0.0000,8.62,1.40,true
2026-01-10 00:34:42,1768005282,22.29,284.57,7.52,0.907,580.4,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:34:47,1768005287,22.30,292.64,7.52,0.908,580.9,3.67,1.51,0.0000,8.62,1.40,true
2026-01-10 00:34:52,1768005292,22.30,283.76,7.51,0.908,580.9,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:34:57,1768005297,22.30,275.60,7.51,0.908,581.2,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:35:02,1768005302,22.29,271.75,7.51,0.907,580.5,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:35:07,1768005307,22.30,272.95,7.51,0.908,580.9,3.67,1.51,0.0000,8.62,1.40,true
2026-01-10 00:35:12,1768005312,22.29,277.99,7.52,0.908,581.0,3.62,1.53,0.0000,8.62,1.40,true
2026-01-10 00:35:17,1768005317,22.30,286.90,7.52,0.908,581.2,3.59,1.54,0.0000,8.62,1.40,true
2026-01-10 00:35:22,1768005322,22.30,291.94,7.52,0.908,581.0,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:35:27,1768005327,22.30,288.61,7.51,0.908,581.0,3.70,1.50,0.0000,8.62,1.40,true
2026-01-10 00:35:32,1768005332,22.29,280.54,7.51,0.907,580.7,3.70,1.49,0.0000,8.62,1.40,true
2026-01-10 00:35:37,1768005337,22.29,273.97,7.51,0.907,580.8,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:35:42,1768005342,22.30,270.64,7.51,0.907,580.7,3.72,1.49,0.0000,8.62,1.40,true
2026-01-10 00:35:47,1768005347,22.30,271.36,7.51,0.907,580.7,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:35:52,1768005352,22.30,273.44,7.51,0.907,580.7,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:35:57,1768005357,22.30,275.76,7.51,0.908,580.9,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:36:02,1768005362,22.30,275.98,7.51,0.907,580.7,3.67,1.50,0.0000,8.62,1.40,true
2026-01-10 00:36:07,1768005367,22.30,277.05,7.51,0.907,580.6,3.67,1.50,0.0000,8.62,1.40,true
2026-01-10 00:36:12,1768005372,22.29,277.66,7.51,0.908,581.0,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:36:17,1768005377,22.29,278.78,7.52,0.907,580.7,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:36:22,1768005382,22.29,279.34,7.51,0.908,581.0,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:36:27,1768005387,22.29,278.97,7.52,0.907,580.8,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:36:32,1768005392,22.30,280.07,7.52,0.907,580.8,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:36:37,1768005397,22.29,282.27,7.52,0.908,580.9,3.65,1.51,0.0000,8.62,1.40,true
2026-01-10 00:36:42,1768005402,22.30,285.48,7.52,0.907,580.8,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:36:47,1768005407,22.30,289.30,7.52,0.908,581.3,3.60,1.53,0.0000,8.62,1.40,true
2026-01-10 00:36:52,1768005412,22.29,295.26,7.52,0.909,581.5,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:36:57,1768005417,22.29,298.76,7.52,0.908,581.3,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:37:02,1768005422,22.30,299.90,7.52,0.908,580.9,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:37:07,1768005427,22.30,300.11,7.52,0.908,581.1,3.60,1.53,0.0000,8.62,1.40,true
2026-01-10 00:37:12,1768005432,22.30,300.36,7.52,0.909,581.6,3.59,1.54,0.0000,8.62,1.40,true
2026-01-10 00:37:17,1768005437,22.29,301.07,7.52,0.908,581.4,3.62,1.53,0.0000,8.62,1.40,true
2026-01-10 00:37:22,1768005442,22.30,302.63,7.52,0.908,581.4,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:37:27,1768005447,22.29,302.75,7.52,0.908,581.0,3.65,1.51,0.0000,8.62,1.40,true
2026-01-10 00:37:32,1768005452,22.30,298.95,7.51,0.908,581.1,3.72,1.49,0.0000,8.62,1.40,true
2026-01-10 00:37:37,1768005457,22.30,290.22,7.51,0.908,581.1,3.71,1.49,0.0000,8.62,1.40,true
2026-01-10 00:37:42,1768005462,22.30,281.93,7.51,0.908,581.0,3.67,1.50,0.0000,8.62,1.40,true
2026-01-10 00:37:47,1768005467,22.30,277.09,7.52,0.908,580.9,3.65,1.51,0.0000,8.62,1.40,true
2026-01-10 00:37:52,1768005472,22.30,277.65,7.52,0.908,581.1,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:37:57,1768005477,22.30,282.85,7.52,0.908,581.1,3.59,1.54,0.0000,8.62,1.40,true
2026-01-10 00:38:02,1768005482,22.30,289.13,7.52,0.908,581.3,3.59,1.54,0.0000,8.62,1.40,true
2026-01-10 00:38:07,1768005487,22.30,294.38,7.52,0.908,581.0,3.63,1.52,0.0000,8.62,1.40,true
